,reviews,Sentiments
10194,bht achi quality ka ghee hai i am totaly satisfied ,1
10195,fresh and best quality ghee.pure ghee Ma shaa Allah,1
10196,bohat acha ghee hai 3rd time order kiya thanks 😊,1
10197,Bohat acha desi ghee.excellent highly recomended,0
10198,"V tasty , delicious and pure 
Highly recommended",1
10199,Good quality..Not sure about the purity though..,1
10200,in awesome  packing  and quality  is also good ,1
10201,good but not better than home desi ghee,0
10202,very nice zabardast 👍 buhat acha hai ,1
10203,Receive Desi Ghee completely disappointment its not pure even no smell of Pure Ghee. Quality is not what I expect and Seller assertion.,-1
10204,Love the gheee... Tastes amazing ,1
10205,Quality is good . received timely,1
10206,"Great quality 
100% recommended ",1
10207,"Good Quality. 5 star
 
thanks ",1
10208,this is not desi ghee at all ,0
10209,Acha desi ghee tha shukria 🙂,0
10210,good product highly recommend,1
10211,nice and good product thanks,1
10212,Good quality ghee .Satisfied,1
10213,Best Quality very fine Ghee,1
10214,Best product in price.  ,1
10215,"delicious taste
pure and good quality ",1
10216,Awesome product 👌👌👌,1
10217,Thankyou so much  bhai,0
10218,good tastes . thanks,1
10219,"outclass Ghee hai 
",0
10220,Average quality ,0
10221,good quality.,1
10222,good product,1
10223,Plz. Don’t buy it’s wasted of money. Not recommend. ,-1
10224,Not pure it's Fake....,0
10225,satisfactory in this price range. original qiyi cube but not the warrior W model which was mentioned but this is more than good in this price range. i recommend. ,1
10226,The cubes are good. Fast shipping. Everything is good. I'm satisfied.,1
10227,Boht Achi Product ha. Rubiks Cube boht smooth aur professional ha. thanx draz.pk I like Your Product and services. i want one more in same quality.,1
10228,"On time delivery!,  cube quality is superb!, colors are vibrant and very good, my kids liked this too much. Thanks to the seller, totally recommended. Will be shopping more with this seller. ",1
10229,Amazing product smooth turning and great chat response from seller recieved early fast delievery by daraz,1
10230,"this cube is smooth, full with cool colours, having a guide paper but size of cube is bit small.well thts oky Qureshi brothers 👍🏻",0
10231,"highly recommended seller zbrdst product
highly recommended product
jo dikhaya voi bhja honest seller hy",1
10232,"Its very nice cube I like the upgrade, probably the best budget cube, I really like it it's so smooth I love it, the corner cutting is also good but it gets stuck at the middle but overall not a bad cube under RS 500!",1
10233,it was so good experience to buy this product from this seller. very smooth and good packing. i really like this product.,1
10234,"Hi Everyone and Qureshi Brothers! 
I very thank full to Qureshi Brothers for this great product. It is just like that shown in video and pictures, or I can say better than pictures and video. I fully recommend that. Very reasonable price bracket. I am very happy with that. Once again thank you Qureshi Brothers.",1
10235,"Recommended to this supplier, orignal product received, very good material & smooth rotation, 100% satisfied👍",1
10236,"same as advertised, very good quality and seller was also very nice and responsive, highly recommended!!",1
10237,LOVED IT. The Quality is Amazing it spins smoothly the colors are vibrant aswell. The instructions that came with it were very helpful. 10/10 best buy by me. ,1
10238,The Quality Of Cube Is Very Good. It Is So Soft To Move Around. If You Wanna Buy This I Recommend. Very Shiny Surface. The Seller Was Also Very Cooperative.,1
10239,"Delivery was really quick ( was delivered in 3 days ) 
The seller is trust worthy the only problem i had was it looked like it's a used cube but I'm not sure so I'll still give it 5 stars ",0
10240,Amazing product.. Very great quality...even came with an instruction manual to solve.. Very happy with the quality... Came on time and in amazing condition... Highly recommended,1
10241,"Nice product. Same as in picture. Also I agree with the sentence written above pack: ""When you support small businesse it means you're supporting a dream"". After reading this sentence I decided to write a review also to support there small business ",1
10242,Very good experience with Qureshi Brothers . Delivered extra fast it said to be delivered on 20th of March but it is delivered on 16th March . I am extremely satisfied . It was worth it . it is so soft in it's movement. They also gave a manual to solve it.,1
10243,"Received exactly what I wanted when I bought this product. I will highly recommend buying from this seller as from my side it was a 100% honest product delivery. The cube is really good quality with matte finish and smooth too. It also comes with its own instruction manual, so if you are a beginner, consider buying this cube. ",1
10244,"Some high quality cubes, these days we rarely found original cubes. Thanks Qureshi Brother for this amazing product. ",1
10245,"Just the thing I was looking for, great product and quick delivery. Seller is highly recommended!",1
10246,Wao wao wao. Its too good boss. Very soft and very smooth. ,1
10247,"The product was very good in quality, especially in the given budget, compared to those by other sellers and those available in the market. Received it in well time as well, highly recommended, both the seller and the product. Thumps Up!!",1
10248,Delivered on time and satisfied with the overall quality of the product. Will definitely shop again,1
10249,totally amazing fantastic soo good so smooth and perfect totally worth its price ,1
10250,"It's smooth, easy to use. Satisfied 👍🏻 ",1
10251,speed and quality are good and it is stainless.,1
10252,again I Have ordered 2 cubes.Really Like The Quality.I highly Recommended To Buy From Them.its Very Easy To Rotate.,1
10253,The tunic cube was  very good it had good qualities it was very smooth I am a satisfied customer and I recommend this cube to you guys as well the delivery was a little late but I don’t blame the rider there were some technical issues ,1
10254,"Very Good Quality, but ab aik ajeebse awaaz ana shoru ho gayi hai wo awaaz tang kerti hai.
Overall Good",1
10255,It was really smooth and soft.Highly recommended.Delivery was kinda late and the seller itself was very kind and helped me ,1
10256,"Very good quality,turning,speed best budget cube I hope they sell more variety of cubes because they are trusted by my side and I wish to buy more I hope they sell more puzzles like gan cubes or megaminx if anyone is thinking to buy a budget cube this is the right place but if your are a pro speed cuber like you  solve in 10 - 30 secs , there are better options.
",1
10257,This cube awesome it also has a note in which there is a tutorial to solve it the tutorial is not useful for me because I already know how to solve it but for beginners this product is perfect so smooth,1
10258,"This cube has my favourite color, very light, nice sheerness and maneuverbility, I play it everyday and fix it more and more fast, also teach my kid to play with it. Recommend this cube with good value of money.
",1
10259,"Very nice product.i highly recommend, it's just like what I want.. thnks seller ,thnks daraz",1
10260,"A amazing product I tell you.
It is really smooth and has a nice grip.
It moves really well.
It corner cuts and algs are perfect on this.
The colors are the best.
Seller was really nice and responsive.
BUY IT NOW",1
10261,Great quality cube and properly packed.I like it and i was satisfy with the product.,1
10262,best quality and very smooth rubix cube thanks,1
10263,Price for this product is reasonable ,0
10264,"finally a good quality rubic cube.
",1
10265,the cube was quite smaller than anticipated. but the quality is great and it's definitely worth the money. :),1
10266,GOOD AND QUICK DELIVERY BY DARAZ AND ASLO GOOD PRODUCT SELLER ALSO DESERVE 5 STAR AS WEL AS DARAZ AND THERE RESPECTED RIDER ,1
10267,just recieved it .....amazing speed... perfect for those who wish to speedcube.... smooth surface.... good edge cutting❤️,1
10268,Quite smooth. A really great cube with that price. I’m giving this to my friend and will order another for myself. Everything is alright with the packaging.,1
10269,Best for new cubers. A good suggestion for qureshi brothers. Bhai yaar rs3m 2020 rakh lo. If someone have a little high budget buy rs3m 2020 it is op. Lekin yaar agar kisi ne cubing mein enter karna hai to ye lelo. Agar thora customize kar lo to achi hai. Grips are op. ,1
10270,"Good quality! I've been searching for a rubiks cube in this quality for some time, finally found it. Will be ordering again soon. ☺️",1
10271,"Excellent quality vibrant colours and very smooth rotation
Exactly as shown in picture
Delivered on time",1
10272,"wow such an amazing quality fast and smooth..
trusted seller jo dikhate hain wohi bejhte hain 4 dafa mangwaya hai same wohi product jo bataya hai wohi bhejte hain",1
10273,"Its very good but its a little small then normal  cube 
Not warrior w it was warrior s and its smooth ",0
10274,"It was a great product. jesa show kia, received the same. 

I'm supporting a product and I'm trying t support a dream.

stay blessed sir, JazakAllah!",1
10275,"Ammazing cube i did a bit of tuning and now is working perfecty
Ashamed of having such a bad cube before.
Averaged to 2min using this cube.
",-1
10276,good in quality it is a bit lose you will have to tighten the screws in all the center pieces Thanks Daraz,0
10277,"I ordered this as an entertainment piece for my desk at work. All my coworkers are working on getting better at solving the Rubik cube and this is by far the best quality cube in our office.
",1
10278,"Honestly, this cube is great, I like it more than my Valk. The pieces are not slick like many other cubes, they have a little texture. my fingers sticks better... For the money, you should buy this cube
",1
10279,"The cube has smooth turns that are quite silent. I'm extremely happy with the quality and I love the colors. It works great out of the box for me, as a beginner cuber. This is a major upgrade to my old cube and I couldn't be happier. Would purchase again.
",1
10280,Best speed Cube in the reasonable Price. i am very much impressed.,1
10281,"I received my order package, the quality is quite good but not satisfied with seller communication.",0
10282,"Very good quality, much better than other. Highly recommended!! ",1
10283,Brilliant product. Highly highly recommended. Smooth and strong cube! Well done Qureshi brothers!,1
10284,"Nice cube. For me as an amateur is just perfect. Easy to twist, spring-loaded.",1
10285,the corner cuttings of this cube are kinda good by the way the cube is so good and lightweight,1
10286,"Awesome Quality product , recommended to purchase this one ",1
10287,it is very small but i like it,1
10288,Good quality very nice product in this amount.love it so much... Such a greqt experience♥️,1
10289,"best quality and very smooth. i like this product 
and recommending  it. 
thank you seller",1
10290,"Very nice product in this budget.
Completely satisfied with the seller and the product :)",1
10291,quality is good but can't able to do 40° corner cutting,0
10292,Same as shown in picture highly recommend for this ,1
10293,the product is good and smooth but the price is very hi) in store this cube is 250,0
10294,cube is original Qy warrior and so perfectly smooth and good. i like this one,1
10295,the seller attitude is good the product is also very nice highly recommend ☺️,1
10296,Good quality product. Recommended. ,1
10297,"so smooth and perfect. it is original warrior cube 
I recommend this product",1
10298,it so cool and smooth very nice quality ,1
10299,best quality at an affordable price ☺️☺️,1
10300,This quality is So good I am satisfied,1
10301,Very good product.  Rotates very smoothly.  A perfect gift for my kid. ,1
10302,Best cube I have ever used and the seller response is outstanding 🙂🙂,1
10303,"the best cube corner cutting is very good, everything is as advertised",1
10304,"Good quality cube , smooth turning and great corner cutting as well !",1
10305,So happy to get it 100 percent original as it is shown in the picture,1
10306,Recommended. Received as advertised,0
10307,Great same show in description. Although I can't seem to solve it :D,1
10308,"cube ki quality, package, delivery time all were excellent.  🤩🤩",1
10309,best quality rubic cube 😀😀,1
10310,"I highly recommend it it is smooth,fast,makes less noise",1
10311,"Great Quality Rubiks cube and Properly packed and shipped.
Looking forward to buy more stuff from your daraz shop.Very few people are doing honest bussiness at daraz and your store is one of them.
Keep Up the good work.",1
10312,This is amazing cube ,1
10313,"it was so good and smooth with good packing.
I really recommend this produc😙",1
10314,very good satisfied ,1
10315,"It was good and smooth very original 
I like this ome",1
10316,Nice product 100% satisfied and highly recommended 🙂,1
10317,"This was the best product ever! This is coming from a well experienced cuber that has a decent collection and I have to say this 3x3x3 is one of the best cubes I have used for a while. It will exceed your expectations by far.

Highly Recommended ",1
10318,nice child like it,1
10319,"great product
just as shown in pictures 
great fast",1
10320,very Good product,1
10321,Really amazing quality!! So smooth and awesome!!,1
10322,it was so smooth and perfect cube in this price,1
10323,it is so soft and good quality I ike this one ,1
10324,"This is so good smooth wow I not expect that
",1
10325,very good Rubik's cube in such a good price ,1
10326,Good quality. Received in time. Satisfied,1
10327,very good quality. highly recommended,1
10328,"Very good product, very good quality",1
10329,Excellent quality. Thankyou seller ,1
10330,I like this cube very fast. OMG!!,1
10331,nice product same as in picture,1
10332,Amazing! Works very nicely. ,1
10333,very good it is so smute ,1
10334,very smooth and original,1
10335,"My cube was delivered in just a week. I was happy about that. Talking about the cube itself, it is also good. The corner cutting on this cube is phenomenal. At first, I didn't liked the frosted plastic because it was way too slippery. And as it is a non-magnetic cube, It is really hard to do algorithms on it. But you can get used to it. I just bought it to add to my collection. If you are going to buy your first speedcube, I highly recommend this cube. It's cheap and performs really well out of the box. That's it for my review.",1
10336,"The product was as it is displayed in the picture , very good quality and value to money , keep up the good work.",1
10337,This cube really gratified me and recommended to all of you becuase it is Very sleek/smooth cube,1
10338,exactly wat I ordered. ,0
10339,"The Quality Of The Cube Is So Good I Recommend Every One To Buy This Cube It Is Best For Beginners
And Its Like Pre Lubricated From Factory ",1
10340,"The product delivered was as same as in the display. Quality of the product is good.
Please increase your catalog with 2x2, 4x4, and more cubes.",1
10341,Good quality product in this price range. Great colour scheme. No flaws at all. I am satisfied with it,1
10342,"Talk about Quality, they deliver = Amazing !!! I've bought from other sellers too but these guys rock seriously. ",0
10343,"It was so good and smooth, for those who are new in cubing please don't forget to lube your cube. 🤩👌⭐🤗🥳👌🔥🤯👍😱",1
10344,The cube is exactly as i expected it to be. The deliver was on time. The overall colour combination is good. And especially the turning and the cuts of the cube is also great. Fully Satisfied! 🙂,1
10345,GREAT! It’s so fast I really love it it was delivered fast packaged good I would recommend this seller ,1
10346,"3x3 cube is awesome. Loved it, exactly the same as mentioned. The quality of cube is good, and it is stickerless. Overall 5/5",1
10347,"The cube is awesome it is really smooth and don't hang 
 It is amazing for the price
if you are new to cubes or at basic or above that  it is a must buy , way better then 150 to 200rs cubes which are available at the market.
Really satisfied 👌",1
10348,very good starter cube for reasonable price ...... highly recommend ... but it was small size... but still  very good ,1
10349,very good cube turn fast ans smooth but it's a bit small but you will get comfortable with it highly recommended ,1
10350,I don't buy stuff online.. This was my first time buying something online and i have to say The product was perfect and ive been using it for about 3 months now 👌🏻. Don't hesitate just buy it :) ,1
10351,"this is a great cube.it has great corner cutting and very smooth,very good for beginners.I recommend it highly👍",1
10352,"its an amazing cube which is very good for beginners and also professional once,but there is one thing,which is that it is not magnetic.",1
10353,I like your customer support your product is really good and i am really happy with your customer support thanks,1
10354,"same as shown , so smooth, I am using it for a while ,it has no changes and stayed the same highly  highly highly highly highly highly recommend",0
10355,the cube is very smooth and bright everything is fine but the size is slightly small . If you are in speed cubing than this cube is perfect for you ,1
10356,"this cube has very smooth operation, and because there's no stickers, there's nothing to peel off. I haven't taken it apart or anything yet, so not sure how easy that is, but so far, the kids have been very happy with it.",1
10357,An absolute bargain which exceeded my expectations with regards to the quality and smooth mechanism.,0
10358,"Very good product!
Same as described!
Loved it 10/10 
I Totally recommend it
Also the seller was a very nice person too very cooperative and humble!
Delivery was fast too!
I'm Very Happy with the product!
Thank you so much Sir! I appreciate your hard work! Keep it up 👍👍",1
10359,"it was very pretty and the product was original but the price was a little high.....
Highly recommended",1
10360,Same as advertised. Sensitivity is adjustable using screws under the center piece cover. Comes complete with box and solution manual. Recommended!,1
10361,"Forgot to review this, but I have to say the product was on time and it was perfect. Pretty good cube for this price. Thanks! ",1
10362,yeh cube bohot hi fast hai or acha hai or smooth bhi i am impressed by the seller thanks. main baki sab ko bhi yehi recommend karoon ga.,1
10363,noice  bois! smooth af and very high quality nice for doing speed runs! doesn't stop anywhere love it!,1
10364,I got my order today... It is awesome you can adjust its smoothness... thanx to seller❤️ i got my order in 7 days but i understand that seller is in peshawar and i am in Hyderabad so 7 days are quicky According to me ...thanx seller❤️,1
10365,"very good product 
really like it. ... its exactly as it is described and shown good work seller. .",1
10366,This cube is really so smooth believe me💕and highly recomending to all tnk u sir commendable😍💕,0
10367,"bohot achi quality hai. my kids are very happy, product in this price is very good,
I m Lovin't.",1
10368,the cube is awesome but a little smaller than regular size but its awesome and best guality,1
10369,The cube is was really smooth! Exceeded my expectations for this price. 5 stars of course.,0
10370,i love it nic cube very very soft Buy from this shop because this shop is 100% real nice,1
10371,it's an amazing Cube so smooth really amazing quality.i will recommend to buy this cube ,1
10372,"Nice and Smooth, delivered in time! Packaging was also nice. Highly recommended seller",1
10373,Excellent quality. The product is exactly like shown in the picture. Really smooth. ,1
10374,"Its a nice product but you are sending warrior S and in the picture it is warrior W
",0
10375,It's good. Really good actually! the movements are smooth like butter!😂🤦‍♀️💜💜,1
10376,i recommend  buying the rs3m which is a bit more expensive but much much better,1
10377,"perfect quality as expected , very smooth and built quality is also very good ",1
10378,really nice product. Original cube as shown in the pic. im so much satisfied ,1
10379,"quality 10 out of 10 
phli bar daraz se kuch umeed se badhh k acha aya hhhe ",0
10380,very good product delevery was a littl tbt awesome product ....moj kara di,1
10381,my first chance to buy a think from draz and this expirence is so marvoles,0
10382,"highly recommended,same as in picture,timely delivered,v nice product.
",1
10383,First time I found myself satisfied with an online buy. Great Quality.,1
10384,i am using it from 1 month. very smooth turn. doesn't stuck i loved it,-1
10385,100% satisfied with the product as well as the attitude of the seller ,1
10386,the products is very good as i wish purchase it without any hesitation,1
10387,i liked the product so much its amazingly smooth  will order another,1
10388,it's good but it's not very smooth as I thought but still nice to me,1
10389,Wow i have never seen such a wonderful cube. I recommed this seller,0
10390,Ordered on 4th and received on 12 but still 5* for superb quality.,1
10391,It is very smooth And I will highly recommend to check this brand,1
10392,very nice product and very good price for this very Good product ,1
10393,"Good for the price it comes in and was delivered pretty quick.
",1
10394,great product i am in love with this cube ! original and smooth,1
10395,"thanks seller and daraz... 💯% same product send recommended,,,",1
10396,"it's good fun for my son , now he left mobile and busy in cube",1
10397,"best speed cube....
100% recommended seller..
y
trusted seller",1
10398,very good quality product. delivered on time. thanx seller.,1
10399,"i ordered another and gave it to my brother 
its awesomeeee",0
10400,very good quality in a reasonable price keep this seller up,1
10401,Nice Man. Thanks for giving me quality product. 😍😍😘😍,1
10402,Good quality n good delivery as timely. Recommended... ,1
10403,very amazing and smooth rubik cube packed really welll,1
10404,"Very Nice Cube, Same As Described, Giving You 5 Stars",1
10405,The product was great. Exactly like I ordered !!👍👍,1
10406,Service was excellent and delivered before time ,1
10407,"Its amazing very smooth colours is very gorgius
",1
10408,cube is same as shown. Really good budget cube.,1
10409,Loved the cube. Very smooth and good quality ,1
10410,recieved in good condition seller is trusted,1
10411,Very Good product. Same as described. 👍😊,1
10412,good quality in this price ..... satisfied,1
10413,best quality cube with reasonable price.. ,1
10414,quality product. recommended too everyone.,0
10415,Awesome! Sent exactly what was shown.,1
10416,Best budget cube in this price range,1
10417,The quality is Good  and m satisfied,1
10418,Same as described ✔️ Recommended 😉,0
10419,easy adjust able nice product 👌🤩,1
10420,Timely delivered. Amazing quality,1
10421,Nice product Quality is also good,1
10422,I'm satisfied with the product 🙂,1
10423,it is really smooth n awesome 👍,1
10424,One of my best purchase ever☺️☺️,1
10425,it is a good quality purchase. ,1
10426,nice cube and superb quality 🙂,1
10427,Very good product.Recommended.,1
10428,Received exactly as advertised,0
10429,one of the best in this price,1
10430,very smooth and good quality,1
10431,This ia very very good item,1
10432,awesome .ordered 2nd time.,1
10433,it was very nice and quick,1
10434,good product very smooth.,1
10435,very nice. real product,1
10436,Same as picture thanks,1
10437,Perfect as it is shown,1
10438,very smooth and fast ,0
10439,I love the product 🙂,1
10440,good quality product,1
10441,"Very good product 
",1
10442,Fully satisfied. 😊,1
10443,very good quality ,1
10444,Nice for my son.,1
10445,Great Quality.,1
10446,"I ordered Qiyi warrior W but received warrior S.
This not a fair dealing.",-1
10447,The Product is same as shown and described. Quality is also good. Overall it was excellent experience.  ❤,1
10448,"Awsome,,,happy to buy all these from daraz,,Recommended highly👍🏻soft creamy texture good for delicate skin of the babies,with a expiry so far,,,😍",1
10449,"Good product. Printed price is Rs120, I got it in Rs 84 🤗",1
10450,good product must buy,1
10451,Very good soup. Price is also fine. 😇💖🥰🤩🤩🤩,1
10452,"Excellent experience
fast delivery
also avail bank discount
good packaging",1
10453,good. nice package. timely delivery.,1
10454,Johnsons soap boht acha hy.jo order kia wohi mela.Thanku Daraz mall,-1
10455,thank you daraz original product,1
10456,Fast delivery good product price less then market thanks seller,1
10457,Very good and cheaper than market  price,1
10458,Timely arrived in safe packaging thanks daraz and seller. ,1
10459,Original and timely delivered. ,0
10460,Original Products received on time and well packed. ,1
10461,this product is good and it's smell is awesome ,1
10462,lovely product mind blowing result satisfied ,1
10463,"Bht zabardast ha
Original quality ",1
10464,expiry date is too near.,0
10465,Thumbs up,0
10466,"tamam products ki quality outclass ha 💯 percent satisfied will buy again and again thanks 😊 for providing good quality products in reasonable price keep up the good work. kindly 100 ml ki packaging bhi introduce krwa dein oils me aur herbs me 200 grams ki packaging thanks alot ,👍👍❤️👌👌👌",1
10467,Arrived on time & products were packaged well and the quality of product tho❤️❤️❤️ AMAZING 😍,1
10468,Orderly shipped. Cooperative seller. First time. Seemingly good quality.👍,1
10469,I am 100percent satisfied with the quality of oil and herbs,1
10470,just recieved the parcel highly satisfied.,1
10471,Received 😍❤️,0
10472,fast delivery premium quality 100 percent satisfied with All products inshallah will buy again thanks seller❤️😍👍,1
10473,"Very Good packaging and on time delivery excellent services but some place tin damaged but overall no issue product is in good package condition and original product now let see the taste and quality hope all will be fine Insha Allah
",1
10474,I have tried so many peppermint oils this is the only real deal on time delievery and was nicely packed.,1
10475,amazing quality amazing products fast delivery best store on daraz I like it,1
10476,Excellent peppermint oil - have used many and this is by far the best.,1
10477,fully satisfied with the quality of products,1
10478,wonderful product amazing results 👍,1
10479,lovely and original keep it up 😍,1
10480,"nice suit, reasonable price, same as shown in pic, timly delivered,  brought 13 suits on single order, i am satisfied",1
10481,Daraz dfresh phool gobhi vegetables were fresh and well packed. Price was very reasonable and is value for money.,1
10482,Bhetring Quality Fresh Han Delivery Time Bhi Bh Fast Han Recommended😋 Thank You😇,1
10483,"delivered timely, weight is ok and product is satisfactory. thanks daraz",1
10484,"Amazing experience with complete freshness and affordable price.... Fully satisfied
Thanks",1
10485,"Excellent quality, always send fresh vegetable, packing was also good",1
10486,Excellent quality fresh vegetable always sends good quality products,1
10487,"Rotten as Soon as I opened the plastic bag rotten smell filled the room. You guys packed it in paper good then after Packed it in plastic bag with everything and left it overnight its mostly spoiled now
my poor mother will have deal with it now.",-1
10488,"All vegs from daraz in a very affordable price.
Very fresh & good quality with free delivery service.
JazakAllah daraz :)",1
10489,"Sad to tell you that the cauliflower didn’t weigh 1kg. Dfresh always sent 2-3 flowers in the 1kg weight that actually weighed 1kg too but this time they just sent 1 flower that wasn’t even 1/2 kg probably. But in the end, the product was fresh though. ",0
10490,"worst experience: 3 issues I have faced in my order
1) I have ordered 2 KG potato and 1 KG onion but received  1KG potato and 2 KG onion
2) lemon quality was bad
3) brinjal are too small in size (tomato size)
and when I Chat with Daraz's representative they responded that the Dfresh items return policy is for 24 hours.


my question is that what is our mistake as a customer that we do trust you.",-1
10491,Premium Cauliflower was good. I always buy vegetables and fruits from dFresh because there quality is good and buying from here is very convenient as compare to buying vegetables from market.,1
10492,Dfresh Ke Mene Order Kara Mera Bht Aacha Experience Raha Quality Bht Bhetiring Ke Sat Fresh Subzi Bheji Han..e Recommended...👍,0
10493,"Cauliflower is good but it’s a little bit less than 1kg, but the main thing is it’s always fresh, well packed, delicious. Overall its the best. Thank you dfresh",1
10494,"Fresh, premium cauliflower, reasonable price, fast delivery, what do you want else ? Go and buy Hurry. ",1
10495,"Darwz provides the most fresh vegetables out there in market, thank you dfresh. Highly recommended.",1
10496,very dissapointed .. i ordered premium quality cauliflower but  received very poor quality,-1
10497,Phool gobi is always the best at daraz. As expected. Thank you daraz. Highly recommended ,1
10498,Cauliflower was of very fine quality. It seemed very fresh and tasted as well.,1
10499,"Excellent quality, packing was also good, fresh and good quality products",1
10500,Excellent quality fresh vegetable always sends good quality products,1
10501,"This is my 3rd Order with them.
It is a blessing in this Pandemic.
Some veggies we get fresh n some u can see in Photos.
Thank you Daraz.
Thank you Seller, please keep focusing to deliver fresh veggies (each and every).",1
10502,"Fresh vegetables received, excellent quality more than you expect for the price range, It's pretty rare to find quality at affordable price tag, thanks dfresh daraz.pk",1
10503,Highly recommended . All vegetables were fresh . Delivered on the next day . Price is also very reasonable👍,1
10504,"Phool Gobi was well packed, fresh, seemed hygienic too. Not sure about the weight because there was only one phool, otherwise it was good. Thank you dfresh",1
10505,"Well packed, delivered on time, and cheaper than the market. Everything was fresh. Highly recommend this store. ",1
10506,Dfresh as always send me fresh and good quality vegetables in fast delivery I will definitely recommend thanks Daraz ,1
10507,"Timely delivered with free shipping and bank discount, reasonable prices, all items were fresh, in good quality with good packaging. I recommend.",1
10508,"Cauliflower is really premium, its nicely packed to keep it fresh & away from germs. Thank you Daraz always recommended.",1
10509,"As usual timely delivered with free shipping and bank discount, reasonable prices as compare to offline market, all fruits, vegetables and breads were fresh, in good quality with good packaging. Always recommended.",1
10510,Bilkol Fresh Quality.10/10 Recommended 💯 Aacha Experience Raha Mera. Daraz online Shopping Ke Liye Best Han..,1
10511,The Phool Ghobi quality was good. Was delivered within a day,1
10512,Best and Fresh fruits and vegetables delivered and also price is low as compared to markets,1
10513,"i ordered 1kg but you delivered less then 1/2kg  very small flower  can i sent back to you
",0
10514,Very good and great quality and also fresh.,1
10515,Very fresh vegetables delivered on time and at mandu rates which is simply great!,1
10516,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received free shipping and discount using hbl card it was an excellent experience to buy on 12.12 sale ,1
10517,bhuat zabardast.behtreen vegetables bhuat hi munasib rates per aur wo bhi free delivery over 500 ki kharidari per keep it up dfresh ,1
10518,Fresh product delivered within 24 hours and the quality is good and the rates are lower then the market. ,1
10519,"Special thanks to dfresh for making life easy and providing the the exceptional services . fresh goods ,on time, reasonable rates .",1
10520,Premium quality gobhi were received & the packaging was so good look like organic vegetables and taste was excellent fully satisfied.,1
10521,"Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card and 15% platform discount, it was an excellent experience to shop on 11.11 ",1
10522,All vegetables are so fresh as always timely delivered cheap price I am happy and satisfied thanks daraz ,1
10523,premium quality cauliflower were  received & the packaging  was so good I really  appreciate the seller by their  honesty ,1
10524,This is what i got .. this time all vegetables were very less in quantity as compare to before.. n in thiss cauliflower one flower were totaly misiong just the stem i got,0
10525,excellent quality. all vegs are fresh and premium quality. they delivered them even in lockdown as I needed them desperately. hats off to your service,1
10526,"asusual so fresh or premium vegetables or wo b ghr bethy love to shopping dfresh , no complaint, reasonable vegetables highly recommend to all , fast  shipping thank to Daraz",1
10527,Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card it was and an excellent service and experience ,1
10528,"Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service, I have ordered many items from daraz and never faced any issues, plus I get 10% visa discount ",1
10529,excelent packaging freessh vegetable next day delivery at door steps rate are awesome and packigong is ver good thanks daraz im satisfied recommended to others,1
10530,"Good Quality Cauliflower Thanks dFresh 11.11
love Daraz Shopping",1
10531,Fresh and tasty. Will buy again. If possible give an option to specify the size while ordering.,0
10532,"Excellent quality, attractive and reasonable rates, delivered next day on time.best service.",1
10533,All vegetables are fresh clean and reasonable price as compared to our nearer market price.,1
10534,Very good - got two medium sized cauliflowers. Better then one the size of a football :-p,1
10535,"Premium Quality cauliflower, totally fresh vegetables, timely delivered fully satisfied.",1
10536,"excellent service,very attractive rates and fresh vegetables thanks daraz and dfresh.",1
10537,good quality fresh and fast delivered vegetables better than expectations . recommend,1
10538,"Everything is fresh and in good shape..
I though they washed vegs before shipping.",1
10539,Not the best quality I have received from daraz.,-1
10540,"all vegetables recieved fresh only cauliflower is not fresh it was very messy
..",0
10541,Asked for bhool gobhi but got pata gobhi,0
10542,Excellent product delivered fresh and within 24 hours. ,1
10543,bohat achi or fresh sabziyan milti hain yahan kam price per or time per,0
10544,Great as always and properly packed.,1
10545,Good quality and medium sized which I liked more then one huge sized.,1
10546,"best quality, well packed, reasonable price & quick & free delivery.

really satisfied from Dfresh.

thank you Daraz.",1
10547,Got delivery of my 3rd Order with complete satisfaction. Fresh vegetables with good care and quick delivery. Thanks dFresh and Daraz team. Highly Recommended.,1
10548,Surprised to see fresh vegetables from dFresh. Delivered very next day from Order in good packing. Rates are also cheaper than market. Thanks dFresh and Daraz team. Highly Recommended.,1
10549,i paid for 1 kg cauliflower and get only 1/2kg this is not the first time you peoples make mistake i want my complete order...,0
10550,Satisfied with  the quality  as well as the quantity. Got fresh veggies in one day at impressive rates. ,1
10551,Everything is fresh. Very much satisfied. Please make the delivery free on purchase of multiple items. ,1
10552,"Amazing experience with complete freshness and affordable price.... Fully satisfied
Just want to give suggestion that please maintain quality and freshness future is yours....
Thanks",1
10553,"Order received the very next at 1pm.
Best quality vegetables received as shown in the pics.
Superb service provided by Daraz Dfresh Team (Khi).",1
10554,"same as displayed.
good fresh quality.
reasonable price. cheaper than market.
free home delivery. ",1
10555,Cauliflower is fresh and clean. Separately packed in paper.👍,1
10556,"had an amazing experience 
product was fresh and well packed",1
10557,everything I have order is fresh and delivered. except the tomatoes which are in big in size.,0
10558,ROTTEN..plz send us fresh vegetables or stop this service.,0
