Review,Sentiment
market say sasta aur jaldi deliever hogaya thanks,Negative
acha hy,Positive
is sey achhaa mobile main ney abhi tak use nahi kyaa    best performance    best processor    beat camera    ballaa blaaaa balllaaaaaa      thanks xiaomi    best online shopping with daraz    thanks so much daraz  ,Neutral
price aur quality dono munasib h    recommended ,Neutral
zong ki sim theek nehi chalti hai  signal drop hotay hai ,Positive
level hy,Neutral
achi shirts haan nice,Positive
behtree n sir boht pasand ayi,Positive
awla ,Neutral
"colors, stuff or size bhut acha ha      price k according bhut ache ha thanks daraz  )",Negative
heartbeat monitor nh is mai nd batry timing bhi achi nh dont buy it ,Positive
nice hai,Neutral
normal quality hai  jo nzr aa rha hai pic m  os s low quality hai  sole low quality ka hai ,Negative
alla aybeez,Neutral
order kase karo,Neutral
allaa jackit,Neutral
buhat hi cheap material ka bnna hua kurta hai ! hate the stuff ,Negative
a 1 jackat hai,Positive
aybeez bhut axhaa braand h online m ,Neutral
allaw rings ,Neutral
"dekhny main aashi lag rahi thi, magr packing aashi nahi thi ek shoping bag main dali hovi thia,  ( ",Negative
alw facewash,Neutral
pounds ka same product local market mien r s 245 mien mujood hey koie pagal he hoga jo 600 tcs charges 200  800 pay kara ga    ,Negative
i don't know why shave krty howey stop ho gai phir chali nahi   ,Negative
zabardast ,Positive
"me ne yeh maxhine buy ki or use ki hay,,,thora delivery delay hua pr,,maxhine acha xhal rahi hay ,,,,or product ki quality achi hay,,,,,bag k sath hay,,,buy it,,,,without any hesitation for medication ",Positive
product bht aacha laga,Positive
bohat acha product hai ,Positive
paisa waste kia koi result ni h or mri skin ko bi allergy ho gaai h ,Negative
"overal experience is good and this cleanser is very effective aur acha product hai mein use kr rhi hon pehly se hi jahan tak  make up removing hai woh yeh water in oil buhat achi karta hai    buhat achi quality hai,            
",Positive
"product achaa hai or me satisfied hon           
",Positive
"product achaa hai or me satisfied hon           
",Positive
product achaa hai or me satisfied hon,Positive
itna acha tha  worked beautifully ,Positive
"product achaa hai or me satisfied hon           
",Positive
achy h but jaisy itne bary size k dikhye h waisy nhi h ,Negative
zabardast ,Positive
achi hy,Positive
bekar,Negative
hard he nahe iss ma ksy install ho gi  ,Negative
fit hai,Positive
is it color printer ?? or cartige fill hai ya leni paregi??,Positive
"nice product quality, nice view   mere pass 7 months se hai or sahi chl raha hai  ",Positive
bht acha dakeni ka maza arahaa hy enjoying with magic remote  ,Positive
bht achaaa hy mariii cuzzzzzz ny darazzzz sy mangwaiiiiiiiiiii hy kalllllllllllllll result bht achaaaaaaaaaaaaaa hy  ,Positive
so so hy pic sy alag hay ,Neutral
markets m b 130 k koie discount nh ke gai,Negative
dispenser is good but uska chipkana wala system bht kharab ha mai nay la liya pr ab use nae ho tha because of that useless sticky thing,Positive
product acha ha magar delivery 15 days main ki ha ,Neutral
kuch khas ni,Neutral
behtareen product  ,Positive
sir size kiya he iska king ya queen  ,Neutral
qualty b achi hai    ,Positive
zabardast,Positive
quality bht achi hai trendz,Positive
my ny yah goggles order ki ti or aj  yh mjy mill gye hy achi hy yah goggles (i'm happy with daraz pk service),Positive
alaaaaaaaaa ,Positive
nice machine but needa to improve it  assemble k baad runng starr karne k baad machine hilty ha it means model  frame ko or mazboot karne ki zaroorat ha  ,Neutral
"very bad taste artificial, whey protein ka taste kamaal ka hai   ",Positive
heartbeat monitor nh is mai nd batry timing bhi achi nh dont buy it ,Positive
ok hay,Neutral
"achi watch ha, battery timing 12 15 days ha aur call sms notifications pe viberate hoti ha  prive k hisab se best ha ",Positive
very fast delivery   rat ko order kara subha deliver,Neutral
pics jaisay toh nhi aye lkn bht achay spiner baighay h   some spiners are very expensive in market lkn yahan pr per spiner 75 mai para h its a very good experience ,Negative
ache ha product or  delivery time b  koi lna chhta ha to ly skta ha   ,Neutral
thank u daraz  ,Positive
its bakwas mean bohat hee patla he ,Negative
kamal ki hei ,Positive
kb mile ge,Neutral
black ma mil jae gi,Negative
kis din mila gi ,Neutral
excellent but is mei ik rod ni thi  overall good,Positive
achy rice hen me dobara lo ga  ,Neutral
best piyazz tali hui ,Neutral
theik hai,Neutral
acha washing powder hai bht jaldi deliver b hogya recommended ,Neutral
surf excel hai na   ,Neutral
zberdast ,Neutral
zbrdst,Positive
bohat kamal ofer,Positive
"meray kahayal may to yay baray hee koiu alaa nasal k chawal hai , aik aik dana inka bilkul saaf tha aur keera kisi may nahee mijhay mila,kisi packet may bhee nahee, yay sella chawal zarday wagera k leay hee istamaal hotay hai wasay aur mera pass bhee is k hawalay say koi masla nahee q k zaiqay may baray hee achay thay yay , inki khushbu bhee mijhay kaafi achee lageee aur danay bhee koi chotay nahee thay ,bilkul khush hun mai is say            
",Negative
plz shiping charges na leya kerooo,Neutral
packing bht achi hoti hai in food item  k under ,Positive
thora sa rate kam karo yar ,Negative
bahuttt acha experience raha 1st time e shopping ki lakin sath aik aur b bat kehna chhaon ga k aap unique items sale kero na k wo jo market mein b available same design mein ,Positive
assalamo alaikum everyone ye trouser mai ne khared lia hai ye acha hai price k hesab se aur ye trouser medium aur large mai available hai elo ne banwaye hai toa ye large extra large ka kam b karta hai jaisy k m 28 30 l 30 32 so ye xl 34 36 waist size ka kam b kar sakta hai q k mera waist 34 hai esi liye surely keh sakta hon agr lena hai lazmi esy    read more,Negative
price k mutabik achi quality hai  ,Positive
"mara bohat acha experience hai export leftovers k sath,sab say bari baat yay hai k app jo kahtay ho same wohi product provide kertay ho ,jo k sab sy achi baat hai, ",Positive
"boht pyari t shirt hy ye            
fabric quality boht achi hy             
summer k liye fit t hy ye            
size b fitttttt hy ",Positive
ramzan me ghar bethy sary kaam ho gai tnx elo team ,Neutral
"it was a great experience fabric, stiching and overall quality is too good and with help of size measuring tool its completely awesome  ",Positive
bohaat achi shirt hai  ,Positive
the material and the fitting is absolutely amazing ,Neutral
"is price me mujay umeed nahi thi k itni zabardast quality k boxers milen gay              
           
mera etmaad ( elo ) pay 100    ban geya ha             
           
thanks elo ",Negative
good bahi baut zabardast nice stuff ,Positive
rs149 mai bht achi cheez hai ya thankyou elo ,Positive
apki tmam products achii ha   inme new styles aur design marred ane chahye   wo ma suggest kroga   ,Positive
quality jesa socha tha us se b bht batter hai ,Negative
jo b bhai is jogger pant me interested hy wo bila jijhak isy purchase kr le main ne isy khareda hy main is satisfied hon ,Negative
boht pyari product hy main ne isy khareda main mutmin hon elo se ,Positive
"aoa team elo            
maira 1st experience hy online order ka  or jo suna hua hy ky online order main dikhaaty kuch hain or milta kuch hy waisa bilkul bhi nae hua  main buhtt happy hun  mainy 2nd order bhi place kia hy  ummeed krta hun wo bhi expectation py pora utry ga             
thnx ",Neutral
bht acha hai ,Positive
bhut kam price mai gud quality track suit kahin r sy nai mil skta yai bss elo py hi mily ga keep it elo  ,Negative
real paisa wasool ,Positive
boht he pyari aur meri tawaqu se barh k shandaar pant nikli ,Positive
acha hai ye zipper hoodie thora different style hai jo ke kafi cool hai  ,Positive
quailty theek he hai but jesi title video main btai jati vesi ni hai ,Positive
bs mjhay size ka thora issue   replace policy itni mushkil ha    ,Negative
mashallah bohat acha hoodie ha   mera dost bi interested ha   ,Positive
achi he ,Positive
internatinal relations ki definition abhi tak final nai hui hai dunya mein  fun fact  ,Neutral
the quality was best i love it !!!!!          ,Positive
bahtreen product bahtreen service  shuka koi aysi jaga hai jaha scame ka dar ni hota ,Negative
pesa wasool ,Positive
"elo ap ki products boht aala hen            
main ne ap se shopping ki ap ne mje mayos nhn kya ",Neutral
jo dikhaya wohi bheja is liye mujhy ap psnd aye   ainda se bs online shopping k liye (elo) only ,Neutral
jo price hai us mai bht achi hai  thanks ,Positive
full paisa wasool ,Positive
lush hau dada 150 me kia jaan chahye     abhi dhoi nhi hai shirts tb pata chale ga quality ka asal ,Negative
behtreen! ,Neutral
munasib price me boht acha stuff ,Positive
elo great job kabhi apne nazarye ko change mt krna or hamesha isi tarah fair rehna bht acha kam kr rhe ho ,Positive
bht he kamal ka upper hy ,Positive
mujhy apny mobil kay leye speeker chahey thy aur main nay jo pehly leye they us main problem tha wo on off nai ho rahay thay thek sy bt ab us kay badly ab jo mujhy bhejy gaey hain wo mery kaam kay nai hain aur dosri be bhot si chazain thek nai the bus ak cheez kamal hay aur wo hay under wear ,Positive
order sleeve less zipper ka kia that aap ne hooded bhej di he price ka bhi 200 ka difference he ,Neutral
"bhai logon agar aap log ye tee lainay ki soch rahein hein to sochiaay mat or dast buy now kar lein             
cz its an orignal product of bellfield com or is ki market price kam say kam 2500 rs hai  ",Negative
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice but delivery is slow ,Positive
kia bat hai stuff ki aur service ki ,Negative
"mujhy apki product bohat pasand ai, inshallah ainda bhe apsay chizain lain gay ",Negative
as it is he rakha huwa hai meiny abhi tak ostemal nahi kiya ,Negative
mai apna jacket change karnachahta hu aj le hai tu kaisy change karo ? ,Neutral
sab kuchh baht achha hai perfect jesa socha tha wesa hi very nice but delivery is slow ,Positive
zabrdast   behtreen   meyari   our qabil   e   bhrosa sarvice ! ,Positive
lagta hy mn ciement factory workor hun ,Negative
bhai mera order kn deliver krenge aplog??? ,Negative
mujhy apny mobil kay leye speeker chahey thy aur main nay jo pehly leye they us main problem tha wo on off nai ho rahay thay thek sy bt ab us kay badly ab jo mujhy bhejy gaey hain wo mery kaam kay nai hain aur dosri be bhot si chazain thek nai the bus ak cheez kamal hay aur wo hay under wear ,Positive
mazedar!!! ,Neutral
jo bazoo pic myn thy wo aap me nhi bheje mujhe both afsos hua k aap ne is tarha kia ,Negative
me ny ek bag oder kia ta pr abi tk mujhy koi confomation call ni ie  plz call me 03214704481 ,Neutral
bht acha ,Positive
last order 4 days my raceved kiya hy main ny wo b main ny help line pr cal kr tu delever kiya gya  bcz mujhy cal pr bola gya k hum logvbhol gaey thy jb k online compnys my yeh bholny waly systems nahi hoty    baki app ke sb prodect ke quality boht achi hy  ,Negative
ye thek hai lakin pic main jo quality nazer aa rahe hai wo nhe hai ,Negative
me ne trouser or socks purchase kiye the donor cheezon ki quality se me mutmaen hu  ,Negative
very nice stuff naram bhi hai or garam bhi i like it ,Positive
perfect quality but akhirri button kharab hai or bohat mushkil say band hota hai ,Negative
bht aallaaa stuf hai mgr is ki cufling k bajye style agr kurta sleves hoti to ziada behtar tha ,Positive
"quality good the lekin mane kafi review perhy ke size ke galtian hote ha site me idher b aisa he tha mane xl order kia tha or large bhyja              
mujhy kisi or ko dena pera ",Negative
bahut he achi quality aur design hy ,Positive
paisa wasool ,Positive
"sahi hai bas  koe aesi extra ordinary cheez tau nahi hai jitna claim kartey hain  khair, 800 ke hisaab se theek hai  ",Neutral
aap k kappray bohat acha hain ,Positive
sizing or stictching bohag zabardast hai    bus dar yahi hai k color fade hu jata hai tum logon se pehlay b last year eid k leye kurta liya tha uska b color fade hu gaya tha!!! ,Positive
guzara ha ,Neutral
"4 ,5 pieces mangwao to 2 damage hotay hain  ",Negative
jes tarha photo mai sahi tight skinny hai dekhaya hai es tarha real mai skinny nai hai ,Negative
bahuttt hi umda ,Positive
is product ki quality mujhe pasand aai ha  ,Positive
quality achy ha lkn damage piece wapis krna muskil lagta ha aik dafa hi best ordr dlvr hona chaey thanks ,Positive
do din use kya ha or pockets k pass bur aa gye ha but its ok prise bhe tu kam ha  ,Negative
bs guzara ha koi khas quality nahi ha ,Negative
shirt to achi ha yeh   lekin iski bright print wali side ap logon ne andar ki terhaf silae kar di ha  or dull print wali side bahar ki terhaf   is waja se shirt ki look us terhan nazar nahi arahi jis terhan honi chaiyeh   aasan alfaz may agar kahu to ap logon ne wrong side per silae kar di ha  ,Negative
fazol kapra fazol service fazol size fazol retun or exchange policy 10 din ho gye ha abi tak koi ata pata nae phone kar k pucho ak banda kuch kahta 110  bykar ,Negative
"mera order hi nhi deliver hua mjy 10 din bad b            
isliye mein apko koi suggestion nhi dy skta   ",Neutral
maine jo product order kia wob bilkul bhi waisa nhi tha or bht koi ghatiya quality ki jeans thi yeh export nhi import leftover (landa) ki jeans lag rhi hai ,Negative
sub par  ,Neutral
3rd class quality     mai nai try krne k lye purchase kya export leftover sai but shukr hai phli purchase pai quality ka ok ho gya       ,Negative
bakwas ,Negative
landa mall  zip kharab ,Negative
all items ki quality achi thi  but this time i am so frustrated  this was my 3rd purchasing from your site  half items k sizes app ne ghalat bhejay  like ager order per small size likha hay to wo large bhej diya hay aur jahan large hay wahan small bhej diya hay  aur jo item mein ne return krni thi uss ka courier charges bhi mein ne pay kiya hay  d   read more,Negative
mujhe ap ki service bohat kharab lag rahi hai ,Negative
"sir, ap na mera sath cheeting ki ha go sweeter 399 ki ma na ap sa purchase ki the us ko change kar ka 3rd class tshirts bagi han  gb k ap na 399 wala tag sweeter ka 99 sale the show 399 wali pool or send cheapest again mera order wala color b nahi baga ma ap ka regular coustmor hon  ",Negative
i hate export leftover website mujhy landy ka 2no mall dia 2 din nahi nikaly phat be geya itna halka kapra kya soch kar nam rakha site ka export leftover 2 ki cheez mujhy sy 1000 ly lea tumhari website sy aj k bad koi cheez nahi lun ga 2no mall sale karte ho tum log or logon ko pagal banana band karo ,Negative
ap log dekhaty khuch r ho r dety khuch r pic main zib black clour ki thi bhut ab white main hai pic main to itni shiney thi but koi shine ni hai thearfore so bad   ,Negative
app ka coat to acha hai magar woh phata hua mila hai us ko slai bhi nahi lagai ja sakti aur tee shirts ka size bhi thek nahi hai hum un ka kia karain app n wapsi ka kehna hai magar customer pagal nahi k 500 laga kar 600 ki cheeze ka size badlwalany bheje app logon ko pehley hi dekhbhal kar bhejna chahiye 2 bar cheez sahi phi teesri bar customer k    read more,Negative
bakwas ,Negative
change karne ka bola tha    nmbr ,Neutral
is sy zayda low quality products me ny aj tak ni dakhi hain sab loooot rhy hain jisy paiy waste krny ka shoq hy in sy cheezain ly ly bad me wo dusting k qabil b ni hoti ,Negative
it doesnt fit according to the size chart    as per your chart i should be an xl but the xl doesnt fit me  ,Negative
"i did not receive those shirts, still waiting please ",Neutral
sub jhoot ,Negative
jb b ma ne order kya mera wrong parsel aya jbke apke pas big size available hota ha phir b ap small size bhej dete hain ,Neutral
jeans fitting was way more tight then normal  it felt as if i was wearing a jeans for women  should be listed in women's section  ,Negative
meterial bhut hi light h iska  many 450 m aik bedsheet set liya tha wo iss sy bhut bhter h sorry mjhy pasand nhi i ye bulky m isy wapis bhjwany ka soch rahi hon thanks ,Neutral
app ka coat to acha hai magar woh phata hua mila hai us ko slai bhi nahi lagai ja sakti aur tee shirts ka size bhi thek nahi hai hum un ka kia karain app n wapsi ka kehna hai magar customer pagal nahi k 500 laga kar 600 ki cheeze ka size badlwalany bheje app logon ko pehley hi dekhbhal kar bhejna chahiye 2 bar cheez sahi phi teesri bar customer k    read more,Negative
jb b ma ne order kya mera wrong parsel aya jbke apke pas big size available hota ha phir b ap small size bhej dete hain ,Neutral
bhai maine do dafa order kia hai done dafa 10 din baad delivery mili hai poor services at all ,Negative
ye jin logon ny best quality k coment kiy hain ya to wo in k sath mily huy hain ya phr unhon ny kabi acha stuff dakha ni kuch shrm krain ,Positive
yhe material is china silk not pure silk ,Neutral
bilkul bekar service hai aapki banda aik baar cheez buy karay aur phir aap usay aisi cheez do kay wodobara kabhi purchase hi na karay ,Negative
bakwas  ,Negative
many jo order kita vo mujy nai bheja gaya or many vo order vapis tcs krvaya but aj 4 sy 5 din hogaye mujy koi bhi reply nai kr rahy or na kuch bata rahy hain pr na he fone rcv kr rahy hain ,Negative
price zayada hy elo ,Neutral
"aik tou itney achey jootey, oopar se sale mei!  d ",Neutral
pehli bar online shoping ka maza aya good quality ,Positive
it is as advertised  perfect for primary school kids  ,Neutral
oder he ni ho raha yr yahn ,Neutral
please guide me   mujhe 8 size ka shoes chaiye ?? ,Neutral
"site is awesome cheap price and quick delivryand oj cheez dekh k khushi howe k pakkage k sath hi return formk agar pasand nahi aye ya changing karwani hai to karwa sakty ho no hasitate            
but one thing jis ki wja say start de raha ho pics proper nahi hia stuff wise ",Positive
"ese nahin thay jese pics main dikh rhay hain, but 29 pkr main theek hain  ) ",Neutral
kya yeh original hai    ? ya 1st copy hai    ? ,Positive
zabardast quality hai m bohut khush hun elo par shopping kr k 3 4 years girls k liye bhe kuch lay kar ayen ,Positive
elo zindabad ,Neutral
"i received my kurta today,mujhe bht pasand aya hai,stuff b bht acha hai             
recommended it ",Positive
"it's very beautiful,mujhe bht pasand i hai aur meri frnds ko b             
i recommended it  ",Positive
"aj he mujhe ye receive hue hai bht oyari lge hai mujhe aur sab ko b             
thanks elo  ",Positive
"buhat acha maskara h mene 2 liye or bht achi look dety ho eyes ko             
shukriya elo  ",Positive
"me buhat time sy pain bed shhet ki talash me thi mje elo py nzr i order kiya or buhat achi mili             
thanks elo  ",Negative
"aj mujhe mera suit mila or ye buhat payra h ,mene ye apni friend ki shadi k liye mngwaya h             
thanks elo  ",Negative
zabardst ,Neutral
zabardst ,Neutral
acha lag raha ha ,Positive
zabardst ,Neutral
"ap ki items buht achi mene ye shirt buy ki or me dr rha tha k pta ni kese hogi pr me dekh k buh happy ho k itni achi shirt bejhi ap logo ny             
thanks ",Negative
lajawab product ,Positive
masha allah bhut achy hay ,Positive
best price best stuff   at best pleatfom      main na total 7 polo shirt order ki thin lekin saab main sa is ka stuff acha laga     ,Negative
awlaaa ,Neutral
zberdast ,Neutral
elo zindabad elo zindabaad ,Neutral
buhat alaa ,Positive
alaaa ,Positive
zabr dast ,Neutral
best alhamdulillah ,Neutral
zabardast ,Positive
zabardast ,Positive
quality is very good staff was very responsive mai ne 2 time order kr k cheezein mangvai 2now experience buhat achay thay ia next time bi mai kuch na kuch leti raho gi ,Positive
ooosam ,Neutral
bohat khoob  ) ,Positive
zabardast ,Positive
alaaa ,Positive
zberdast! ,Neutral
maza agaya ,Positive
zbardast ,Neutral
m     sh         all    h bohat achi quality he  ,Positive
i must say k 1st time online shopping kar k pachtai nhe hun  goodstuff ,Neutral
bht aala bhai  brilliant stuff ,Positive
alla ,Neutral
muwh ,Neutral
bohat aala ,Positive
alaaaa ,Positive
quality achi ha per stuff mota ha thora ,Negative
zabardast ,Positive
zabardast ,Positive
tite hai boss ,Neutral
chaley gi ,Neutral
"not slim fit shirt n jeans colour dim or otra hoa lag raha            
but its ok retrn policy mai paise again apne he lgte ",Neutral
farig haay ,Neutral
good but pocket ko zip honi chaiya ,Positive
dear 3rd time sizes according order nahi milla mera 1400 ka loss huwa ha last year asi koi problem nahi the 3rd time hi stock return kia ha  ,Negative
level kapray bhai jee  i loove your website  ,Positive
third class bangles  delivery say pehle he saray stone utar gaye thay  ,Negative
iss hoddie ka color otarta hy  ,Neutral
wao nice style ,Positive
"mujhe mery products ajj mily or sb buhat acahy h khas kr k ye ring buhat pasnd i ha sb ko             
thank u elo  ",Positive
the quality is good and i like it and the material bhi acha h ,Positive
"bohat achi hain , loved it",Positive
good sound and base! radio b kamaal hai yra thanks   ),Positive
"instantly fell in love  bohot he acha tablet he  light weight, fast and good battery  ",Positive
"strong rubber ki cable h, darwaza me a gai thi car k laqin break nhi hui aur h bhi ye itni sasti",Negative
" bhai logo 25k k under agr lena hai to ab tk ka yehi best phone hai is price mein , processor 636 snappy speed",Negative
"online shopping kay hisaab se phon bohat acha hai main ny flash sale se 13,400 ka liya tha ",Positive
boht buri hai baykaar hai na haath main poori aati hai or fazool c hai,Negative
ak number ka chor seller hy lundo bazar k shoes sell kr raha plzzzz not buy meerbound any item kutty is bacha ,Negative
ye achi hain kafi bonanain bazar mein itni achi nae milti ye daraz per achi mil gai kafi  ,Positive
iss price me yeh cheez best he  ,Neutral
"humein yeh dono peshawari chappal pasand ayee  dono colours bohat achay hain aur chamra bhee acha istemal kia hai, jis se paun mein takleef bhee nai hoti  size bhee sahee hai, thora bara hai, lekin guzara hojata hai  )           
",Positive
real may koch or shipping may koch hota hai ,Neutral
"very good but yeh sardi rokne wali nahi hai  aur pic black ki hai but blue ati hai            
           
material aam pent wala hai  garm nahi ",Negative
1 achi quality  ka 2 lower quality ka hai  ,Neutral
main ne ye 2 kharidi thi bazar se 50 ki aik aur takreeban 2 saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats y ratin it low????,Negative
"200 rupay mein achi cheez hai, time bhi sahi dekhata hai aur pehnay mein bhi comfortable hai  mujhay tou pasand aya            
",Positive
"achi thee, lekin iskay saray ornaments one by one tootna shurh hogaye aur ab bas aik choti see watch hai jis pe thora bohat laga ua hai  mein isse satisfied nahee hoon  ap please quiality behtar karien           
",Positive
"dekhnay mein kafi khubsurat hai, main isko ghari sey ziayada bracelet ki tarha istemal karti houn  overall mujhay koi shikayat nahi aur main iski quality sey khush houn           
",Negative
nice bht achi or use full product he result b acha must buy  ,Positive
guyzzz trust me ye oily skin k liye bhii bohot achaa hy me ne aj use kiyaa ,Positive
oily skin k liye b bht acha he  ,Positive
product buht acha hai aur quality bhe buht zabardast hai  ,Positive
buht acha product hai   i like it,Positive
"mera experience acha rha hai market mein other available makeup removers se beta hai q k isy use krny bad no pimple issue very effective results           
",Positive
"1st time use kia tha  use k bad skin soft ho jati  aur face moisturize ho jata hai  local cleanser use krny k bad jaise face oily ho jata hai but no oily and skin remains too soft  yeh water oil cleansing and removing ko satisfy krta  hai aur yeh excellent product hai, last mein definetly i use it again  and daraz thank you for your gift             
",Positive
boht hi zabardast hai yeh scrub ,Positive
boht achi hai 100 percent results in three days  ,Positive
"bohat achaa product hai thanks daraz           
",Positive
bht acha hy r size b large h,Positive
i give 0 star bilkul bakwaas quelity hai waste of money ,Negative
lipstick bohat oily hai lips per lugti hi nahi,Positive
best hai le len  high speed and 101  original kingston  market main sb fake kingston bech rhy ,Neutral
jb iski mrzi hoti hai chal jata hai aur jb marzi ho toh soo jata,Negative
seller bhai tusi great ho original products ,Positive
price k hisab sy thek ha yeh ,Neutral
mast mouse chal raha hai bilkul aala sasti cheez,Positive
kia ye online chalti hai? ,Neutral
is ma warranty card ni hyn  or is ma starter toner hy  use ma printer acha ha ,Positive
"nicer dicer se tou bilkul bhee maza nai aaya  baray phal aur sabziyun ko tou yeh kaat hee nai sakta aur iskay plastic ki quaity bhee mazedar nai hai  acha tou lagta hai, lekin effective hee nai hai tou mein isko istemal nai karta           
",Positive
"maine pehle bhi yeh chopper mangwaya tha or pata nai kyun is bar jo mujhe deliver kara gaya hai wo mujhe thori halki quality ka lag raha hai  pichla wala maine apne mami ko dediya isliye ye dusra mangwaya hai  iska plastic mujhe thorha halka laga  mujhe esa lagraha hai ke ye jald hi toot jayega kyunke jab mein is mein gaajar chop karraha tha toh woh blades mein phas gayi thi or plastic mein se halki se awaaz ai ke jese wo kahin se toot gaya hou  laken pichla wala bohot acha tha isliye mein isay 3 number dena chaahunga mujhe umeed hai daraz walay hamesha ki tarah improve karenge           
",Negative
"mamma ke liye order kiya tha , papa hairaan thay ke father's day pe mamma ko gift dei raha tha ",Negative
main ne ye le hain total 12 the magar jab kholi to un main se 4 kharab hain   nehayat hi ghatia hain  please ye product na len   thanks     ,Negative
"nicer dicer ne tou bohat maddad kee hai meri  mein sab se pehlay tou iski quality per khush hoon kay iskay blades baray hee tez hain aur kaam tou jhat se hojata hai iskay istemal kay zaryay  iska istemal asan bhee hai aur nicer dicer ko sambhalna, saaf karna aur rakhna bhee koi mushkil kaam nai hai           
",Positive
"yeh nicer dice tou rozz rozz hee istral mein aata hai aur jab kay meine itne saray cutters bhee istemal nai kiyay, mein phir bhee iski quality aur performance se bohat khush hoon  isne tou zindagi asan banaadee hai           
",Positive
yr as ma tu frame delivered huva hii nahi hai really disappointed seriously yr baqwas ,Neutral
bht hi acha product hai ,Positive
"daraz pk se maine pehli bar order kia hai yeh or alhamdulillah bohot acha product hai  iski blades bus thori or sharp honi chahiye thi kyunke kaafi zor lagana parhta hai sakht sabziyon pe  laken ye barhi kaam ki cheez hai, agar salad banani hou tou bohot jaldi ban jati hai  maine to is se ramzan mein fruit chaat tak banai hai  plastic ki quality achi hai kyunke jitna zor is pe lagaya jaata ha, halki quality ka plastic toh foran toot hi jaata  bus iske liye aapko barhi sabziyan kaat kar iske size ki karni parhti hain  mein is product se behad mutmaeen hu            
",Negative
"bohat acha hai yeh nicer dicer aur is me bohat sare kaam k blades hain jin se chopping slicing even french fries b araam se katleti hoon main bs iske sath manual hona chhaiye tha qk mjhe ise smjhne me thora time laga tha, manual hota tw aisa na hota easy hojata aise samjhna aur istemaal krna   wese overall iski quality kafi durable hai aur blades b sharp hai            
",Positive
very satisfied same like picture but plz colour option be rakhy multi colour specification main tu likha hota hy lyken hamy kon sa mily ga yeh hamy nahe pata hota plz kindly ,Negative
"kaafi behtar product hai meray khayal may,har cheez is product kee kaafi achee lagi mijhay,meri wife yay istmaaal karti hai aur un k lehaaz say to zabardast hai q k wo araam say exercise kar layti hai ispay , itna ziada sakht nahee hai iska spring isi leay araam say excercise hojati hai ispay aur quality bhee kaafi theek hai meray khayal may            
",Positive
"achi cheez lagi mujhe mein isay din mein 2 bar instimaal karti hu or iska result kaafi achca hai  iski spring mein bohot lachak hai or aap apni taaqat ke hisaab se jitna chahen isay kheech saktay hain  handle or footrest bilkul araam de hai aadha ghanta exercise karne ke baad kisi tarah ki chot ya dard nahi hota hath ya peir mein  laken reerh ki haddi mein dard hota jab meine shuru kiya tha  ab alhamdulillah sab set hai                
",Positive
serious is watch ka colour change nhi jota,Neutral
mujhe in kapron ka mayar aur print pasand aya  bohat acha dikhty hain  ,Positive
paison kay hisab se acha hain aam istemaal kay liye,Positive
aramdeh diapers har maa ko pasand hain,Negative
bohat shukriya  pampers bohat ache hain mere bachon kay liye,Positive
"tareef kay qabil  aram deh, khushk hai aur leak ni hota",Positive
mein bohat hoshyar maa hun jab baat mere bachay ki safai ki hoti hai  maine bohat se pampers use kiye hain lekin bohat bura tajarba rha lekin phir mein nay is brand kay pampers khareeday  yeh pampers har lehaaz se behtar hai ,Negative
yeh pampers mein pehle din se he apnay bache kay liye istemaal kr rahi hoon,Positive
mein hamesha apnay bache kay liye istemal krti hun  mujhe yeh pampers bohat pasand hain,Positive
qeemat mein daraz ko koi ni hara sakta,Positive
pampers hi sirf ek diaper hai jis mein bacha saari raat aram deh rehta hai,Negative
tarseel  bohat hi acha waqt sey hui,Positive
bohat acha hai  bazaar ki qeemat se bohat behtar  zaroor istemal karein,Positive
tarseel achi hai or bazaar se qeemat bhi bohat kum hai,Positive
mein har maa ko kahun ge key istemaal kare,Neutral
mein ney gulabi order kia tha but tarseel mein neela aya  main mutmaen nhi hun,Negative
"pampers ki packing achi hai  diaper bhi asal hain  mein mutmaeen hun dobara zaroor order karon ge          
",Positive
bohat jaldi cheez tarseel hui shukriya!,Positive
mujhe yeh apnay bache kay liye chahiye,Positive
bachon kay liye acha khel hai  meri beti ko kheema kay andar khelna pasand hai,Positive
acha hai  aik sath 2 bachon kay liye istemaal kia jaa sakta hai  meri 5 saal ki beti mushkil se is mein khari ho paati hai,Negative
tasveer kay mutaabiq hai  ik waqt mein 2 bachon kay liye istemaal kia jaa sakta hai,Neutral
acha hai lekin uper wala hissa tasveer kay mutabiq ni hai,Neutral
acha or pyara hai,Positive
doosri dafa order kia hai  tasveer kay mutabiq hai bachon ko pasand hai  zaroor istemal karein ,Positive
tarseel kay waqt ko sahi karein  tarseel mein bohat waqt lag jata hai  yeh kafi serious masla hai,Negative
mujhe mil gaya hai  bilkul tasveer kay mutabiq hai  ,Neutral
mere beta ko pasand hai  zaroor istemal karein,Positive
pehle main ney aik bache kay liye istemal kia ab dono kay liye krti hun ,Neutral
mere bachon ko pasand hai  7 saal kay 3 bachon kay liye acha hai,Positive
wipes ka mayar bohat achi hai,Positive
12 ghaton kay liye leak nhi hota  mera bacha is mein poori raat sakoon se soota hai  pakistan ka number 1 diaper hai yeh ,Positive
